Id;Version;Date;Age;VersionAge; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter; embed JS;inline JS;embed CSS;inline CSS;css in JS;css in JS: jquery; max-lines;max-lines-per-function;max-params;complexity;max-depth;max-nested-callbacks;PHP;HTML;JavaScript;CSS;HTML_template;HTML_diff;Client;SUM
15;4_1_2_6;2014-06-07;3293;217;924;534;284;35;26;47;52;47;119;133;3;3;3;28;0;1139;0;539;535;1206;255;1364;557;355;139;1277;671;1167;410;13;203399;82554;123054;19093;59;46762;224701;473785
16;4_1_2_7;2014-06-13;3299;6;924;534;284;35;26;47;52;47;119;133;3;3;3;28;0;1139;0;539;535;1206;255;1364;557;355;139;1277;671;1167;410;13;203406;82554;123054;19093;59;46762;224701;473792
17;4_2_0;2014-12-21;3490;191;1375;761;350;50;31;52;64;56;196;290;11;3;61;26;0;1275;1;676;582;1298;285;1537;631;870;145;1885;816;1481;483;18;361001;87500;150534;24528;59;51427;262562;673169
18;4_2_0_3;2015-05-30;3650;160;1376;761;351;50;31;52;64;56;196;290;11;3;61;26;0;1279;1;677;582;1299;285;1537;631;870;145;1885;816;1481;483;18;364145;87556;150556;24528;59;51483;262640;676369
19;4_2_1;2016-03-24;3949;299;1435;799;386;52;33;56;64;58;201;299;13;3;61;27;0;1506;1;750;626;1333;300;1705;839;1439;164;2551;1106;2053;605;18;388481;93143;181064;26054;59;56999;300261;751073
20;4_2_2;2016-05-18;4004;55;1338;775;375;53;33;48;53;54;182;289;16;0;60;19;0;1391;1;670;629;1331;302;1707;839;1439;164;2552;1106;2053;605;18;383604;87109;181121;28381;192;56985;296611;744592
21;5_0_0;2017-02-14;4276;272;515;319;236;15;30;16;13;13;31;45;3;0;2;7;0;1507;1;307;668;1605;313;2521;1110;3000;261;7853;2731;4144;739;191;185670;76909;453022;155766;0;54393;685697;951074
22;5_0_0_5;2017-09-23;4497;221;515;319;236;15;30;16;13;13;31;45;3;0;2;7;0;1507;1;307;668;1605;312;2492;1110;3000;261;7853;2731;4144;739;191;185641;76923;453018;155767;0;54406;685708;951076
23;5_0_0_6;2017-11-10;4545;48;515;319;236;15;30;16;13;13;31;45;3;0;2;7;0;1507;1;307;668;1605;312;2492;1110;3000;261;7853;2731;4144;739;191;185695;76923;453018;155767;0;54406;685708;951130
24;5_0_1;2018-04-21;4707;162;1210;950;420;55;33;117;117;15;92;229;7;0;67;14;5;1630;5;363;666;1565;228;2501;1785;3606;209;10191;3102;4710;946;200;391800;86540;543552;218573;64;65615;848665;1344937
25;5_0_1_1;2018-04-28;4714;7;1210;950;420;55;33;117;117;15;92;229;7;0;67;14;5;1630;5;363;666;1565;228;2501;1785;3606;209;10191;3102;4710;946;200;391803;86540;543552;218573;64;65615;848665;1344940
26;5_0_1_2;2018-05-07;4723;9;1210;950;420;55;33;117;117;15;92;229;7;0;67;14;5;1630;5;363;666;1565;228;2501;1785;3606;209;10191;3102;4710;946;200;391798;86544;543556;218573;64;65619;848673;1344939
27;5_0_1_3;2018-05-28;4744;21;1209;950;419;55;33;117;117;15;92;229;7;0;67;14;5;1630;5;363;666;1565;228;2503;1785;3606;209;10191;3102;4710;946;200;391821;86540;543601;218573;64;65615;848714;1345087
28;5_0_1_4;2018-07-15;4792;48;1209;950;419;55;33;117;117;15;92;229;7;0;67;14;5;1630;5;363;666;1565;228;2503;1785;3606;209;10191;3102;4710;946;200;391873;86542;543604;218573;64;65617;848719;1345248
29;5_0_1_5;2018-08-17;4825;33;1209;950;419;55;33;117;117;15;92;229;7;0;67;15;5;1630;5;363;666;1565;228;2503;1785;3606;209;10191;3102;4710;946;200;391890;86552;543662;218573;64;65627;848787;1345318
30;5_0_1_6;2018-09-09;4848;23;1209;950;419;55;33;117;117;15;92;229;7;0;67;15;5;1630;5;363;666;1565;228;2503;1781;3606;209;10191;3087;4708;946;200;391884;86551;543641;218573;64;65626;848765;1345290
31;5_0_1_7;2019-02-15;5007;159;1209;950;419;55;33;117;117;15;92;229;7;0;67;15;5;1632;5;362;666;1565;228;2506;1781;3606;210;10191;3087;4708;946;200;392026;86618;543768;218566;64;65693;848952;1345584
32;5_0_2;2019-08-04;5177;170;1349;1095;440;71;29;139;138;11;119;284;7;0;94;13;30;1495;8;311;612;1550;221;2360;400;1158;42;1684;503;975;239;6;445431;79028;106395;20135;65;68960;205558;732076
33;5_0_2_1;2019-10-11;5245;68;1350;1098;440;71;29;139;138;11;119;284;7;0;94;13;30;1497;8;312;620;1551;221;2370;400;1167;41;1670;503;975;239;6;445731;79149;106673;20134;65;69050;205956;732875
