1;CS;phpmyadmin;phpmyadmin_sig;dokuwiki;dokuwiki sig _;opencart;opencart sig _;phpbb;phpbb sig _;prestashop;prestashop sig _;vanilla;vanilla sig _;dolibarr;dolibarr sig _;roundcubemail;roundcubemail sig _;openemr;openemr sig _;kanboard;kanboard sig _;;total sig;;29;;;;
12;NumberOfChildren ;0.160354649; ;1;;1;;1;;0.435861897; ;0.025319833; *;0.631206375; ;1;;0.059423689; ;0.666531781; ;;   *   ;*;1;   #   ;•;   |   ;|
13;DepthOfInheritance ;1;;1;;1;;1;;1;;1;;1;;1;;1;;1;;;;;0;;;;
14;CouplingBetweenObjects ;0.014145754; *;1;;1;;0.229374747; ;0.810935796; ;0.906824437; ;0.991647551; ;1;;0.378645129; ;0.856815683; ;; *      ;*;1; #      ;•; |      ;|
15;DevelopmentCodeFragment ;0.010322689; *;0.317487962; ;0.42041488; ;1;;0.597806252; ;0.236862214; ;1;;1;;0.169214938; ;1;;; *     ;*;1; #     ;•; |     ;|
16;UnusedPrivateField ;0.476107373; ;1;;0.574941493; ;1;;0.618878745; ;1;;0.933927889; ;1;;1;;1;;;    ;;0;    ;;    ;
17;UnusedLocalVariable ;0.242670251; ;0.188938265; ;0.259538696; ;0.440961386; ;0.99869569; ;1.51E-07; *;0.158096767; ;0.771294736; ;0.493233205; ;0.527645954; ;;      *    ;*;1;      #    ;•;      |    ;|
18;UnusedPrivateMethod ;0.971745244; ;1;;1;;1;;0.734837806; ;0.613990993; ;0.828863907; ;1;;0.706979151; ;1;;;     ;;0;     ;;     ;
19;UnusedFormalParameter ;0.85542007; ;0.221189519; ;0.058578583; ;0.798180219; ;0.975971158; ;0.001687796; *;0.053520419; ;0.724686106; ;0.288144545; ;0.522428372; ;;      *    ;*;1;      #    ;•;      |    ;|
20;embed.JS ;0.836471535; ;0.494840985; ;0.563558351; ;0.121103875; ;0.997491712; ;0.009908994; *;0.940249563; ;0.250699015; ;0.743273205; ;1;;;      *   ;*;1;      #   ;•;      |   ;|
21;inline.JS ;0.617558015; ;0.894303213; ;0.293259247; ;0.033428408; *;0.766546896; ;0.255901268; ;0.88553154; ;0.208888458; ;0.782893969; ;1;;;    *     ;*;1;    #     ;•;    |     ;|
22;embed.CSS ;0.701520546; ;1;;0.488623892; ;0.009243818; *;0.728619486; ;0.000550033; *;0.76538512; ;1;;0.715359879; ;0.717913432; ;;   *  *   ;**;2;   #  #   ;••;   |  |   ;||
23;inline.CSS ;0.640785061; ;0.669914209; ;0.408615419; ;0.227362302; ;0.998012662; ;0.215595679; ;0.844791014; ;0.266206629; ;0.729168538; ;0.732874771; ;;          ;;0;          ;;          ;
24;css.in.JS ;0.275437096; ;0.502258499; ;0.762801171; ;0.187573295; ;0.993787123; ;0.478750041; ;0.545015553; ;0.782971002; ;0.26543425; ;0.65686208; ;;          ;;0;          ;;          ;
25;css.in.JS..jquery ;0.950548516; ;0.939311902; ;0.715963921; ;0.030620955; *;0.897103147; ;0.199573527; ;0.001119096; *;0.505870852; ;0.199094112; ;0.461213747; ;;    *   *   ;**;2;    #   #   ;••;    |   |   ;||
26;max.lines ;0.498747484; ;0.888807303; ;0.448395608; ;0.813431316; ;0.9909847; ;1.83E-06; *;0.924946627; ;0.625214406; ;0.938056909; ;0.342893693; ;;      *    ;*;1;      #    ;•;      |    ;|
27;max.lines.per.function ;0.378441255; ;0.506514596; ;0.437241046; ;0.04540971; *;0.999604381; ;0.005447829; *;0.999646976; ;0.517521544; ;0.957127311; ;0.457575153; ;;    *  *    ;**;2;    #  #    ;••;    |  |    ;||
28;max.params ;0.748036179; ;0.803046255; ;0.385829667; ;0.012573533; *;0.142165153; ;0.854619439; ;0.373722388; ;0.217770472; ;0.299233418; ;0.474211221; ;;    *      ;*;1;    #      ;•;    |      ;|
29;complexity ;0.740191032; ;0.524862977; ;0.598556883; ;0.011591232; *;0.17202921; ;0.960599243; ;0.177305962; ;0.469103328; ;0.060825531; ;0.484447376; ;;    *      ;*;1;    #      ;•;    |      ;|
30;max.depth ;0.800804905; ;0.946557851; ;0.341920813; ;1;;0.944622972; ;0.026893725; *;0.011183846; *;0.635711131; ;0.521847002; ;0.468080127; ;;     * *   ;**;2;     # #   ;••;     | |   ;||
31;max.nested.callbacks ;0.575037388; ;1;;0.152311387; ;0.02212209; *;0.463117017; ;0.000663097; *;0.658494496; ;0.404721363; ;0.509676882; ;0.339590943; ;;   *  *    ;**;2;   #  #    ;••;   |  |    ;||
