1;CS;phpmyadmin;phpmyadmin_sig;dokuwiki;dokuwiki sig _;opencart;opencart sig _;phpbb;phpbb sig _;prestashop;prestashop sig _;vanilla;vanilla sig _;dolibarr;dolibarr sig _;roundcubemail;roundcubemail sig _;openemr;openemr sig _;kanboard;kanboard sig _;;total sig;;40;;;;
12;NumberOfChildren ;0.310979136; ;1;;1;;1;;0.38233121; ;0.004091714; *;0.432076887; ;1;;0.37248871; ;0.196075654; ;;   *   ;*;1;   #   ;•;   |   ;|
13;DepthOfInheritance ;1;;1;;1;;1;;1;;1;;1;;1;;1;;1;;;;;0;;;;
14;CouplingBetweenObjects ;0.022693642; *;1;;1;;0.157152838; ;0.718165255; ;0.860477442; ;0.691339657; ;1;;0.080593173; ;0.008000691; *;; *      *;**;2; #      #;••; |      |;||
15;DevelopmentCodeFragment ;0.012975981; *;0.472885983; ;0.436478176; ;1;;0.710057996; ;0.420206081; ;1;;1;;0.786786461; ;1;;; *     ;*;1; #     ;•; |     ;|
16;UnusedPrivateField ;0.980787175; ;1;;0.817463115; ;1;;0.255765833; ;1;;0.982091978; ;1;;1;;1;;;    ;;0;    ;;    ;
17;UnusedLocalVariable ;0.995949181; ;0.701811065; ;0.394454863; ;0.197182713; ;0.917580729; ;0.000393599; *;0.640448351; ;0.98787102; ;0.001578916; *;3.52E-06; *;;      *   * *;***;3;      #   # #;•••;      |   | |;|||
18;UnusedPrivateMethod ;0.732964989; ;1;;1;;1;;0.729153181; ;0.631731757; ;0.86301563; ;1;;0.651590065; ;1;;;     ;;0;     ;;     ;
19;UnusedFormalParameter ;0.876367992; ;0.473555455; ;0.274953147; ;0.73782595; ;0.997959395; ;0.000260079; *;0.130261557; ;0.412091496; ;0.606161335; ;0.001545693; *;;      *    *;**;2;      #    #;••;      |    |;||
20;embed.JS ;0.672818943; ;0.958607973; ;0.83541727; ;0.062976368; ;0.945124454; ;0.25257963; ;0.567445767; ;0.150543097; ;0.001664947; *;1;;;         *;*;1;         #;•;         |;|
21;inline.JS ;0.967143134; ;0.622856073; ;0.203343285; ;0.090308041; ;0.656502062; ;0.311669436; ;0.499400783; ;0.15564133; ;0.00363516; *;1;;;         *;*;1;         #;•;         |;|
22;embed.CSS ;0.825480394; ;1;;0.610735682; ;0.020825138; *;0.290729295; ;0.000175627; *;0.623031785; ;1;;0.001877264; *;0.482615491; ;;   *  *  * ;***;3;   #  #  # ;•••;   |  |  | ;|||
23;inline.CSS ;0.437722004; ;0.809550937; ;0.587396804; ;0.192257757; ;0.770182517; ;0.189761013; ;0.504821333; ;0.193157202; ;0.003214527; *;0.144853676; ;;         * ;*;1;         # ;•;         | ;|
24;css.in.JS ;0.573519822; ;0.995723216; ;0.518726829; ;0.250706464; ;0.88644074; ;0.598712361; ;0.3187293; ;0.56045966; ;0.398024395; ;0.28879323; ;;          ;;0;          ;;          ;
25;css.in.JS..jquery ;0.94528685; ;0.927948506; ;0.493684602; ;0.064315264; ;0.979641839; ;0.092849992; ;0.009612098; *;0.284276056; ;0.020838883; *;0.743589623; ;;       *  * ;**;2;       #  # ;••;       |  | ;||
26;max.lines ;0.362693701; ;0.72810824; ;0.83164502; ;0.340706764; ;0.973856928; ;1.50E-05; *;0.541387; ;0.680585235; ;0.47757103; ;0.656672595; ;;      *    ;*;1;      #    ;•;      |    ;|
27;max.lines.per.function ;0.983972213; ;0.838706477; ;0.612436769; ;0.106337772; ;0.986399975; ;0.231583154; ;0.629117661; ;0.580558635; ;0.092034533; ;0.846358892; ;;          ;;0;          ;;          ;
28;max.params ;0.806366109; ;0.367170072; ;0.72095501; ;0.047880547; *;0.213335139; ;0.811434716; ;0.075375357; ;0.292587393; ;0.511952205; ;0.849748533; ;;    *      ;*;1;    #      ;•;    |      ;|
29;complexity ;0.800057695; ;0.518434063; ;0.772112047; ;0.04672721; *;0.262959695; ;0.971670995; ;0.047845275; *;0.543177212; ;0.095677587; ;0.82761987; ;;    *   *   ;**;2;    #   #   ;••;    |   |   ;||
30;max.depth ;0.812944384; ;0.83843312; ;0.443007436; ;1;;0.786199968; ;0.009065084; *;0.032480551; *;0.373359506; ;0.026005389; *;0.814595327; ;;     * *  * ;***;3;     # #  # ;•••;     | |  | ;|||
31;max.nested.callbacks ;0.806842726; ;1;;0.316608208; ;0.06761005; ;0.340503158; ;0.005568285; *;0.617766377; ;0.400942319; ;0.001255237; *;0.823588161; ;;     *   * ;**;2;     #   # ;••;     |   | ;||
