Id;Version;Date; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter
40;3.8.1;2015-10-11;876;693;439;44;64;32;73;15;53;130;4;0;1;1;2;1798;3;549
41;3.8.2;2015-11-08;877;694;440;44;64;32;73;15;53;130;4;0;1;1;2;1818;3;542
42;3.8.3;2015-12-27;880;694;441;44;65;32;73;16;53;130;4;0;1;1;2;1812;3;543
43;3.8.4;2016-03-12;881;694;442;44;65;32;73;16;53;130;4;0;1;1;2;1810;3;543
44;3.9.0;2016-03-13;910;713;450;45;69;30;61;17;56;133;4;0;1;2;2;1843;3;532
45;3.9.1;2016-04-23;911;714;451;45;69;30;61;17;56;133;4;0;1;2;2;1845;3;531
46;3.9.2;2016-06-06;913;715;452;45;69;30;61;17;56;134;4;0;1;2;2;1843;3;531
47;3.9.3;2016-07-17;915;714;452;45;69;30;61;17;56;134;4;0;1;2;2;1840;3;531
48;4.0.0;2016-09-03;972;756;476;48;76;32;68;17;62;147;4;0;3;2;1;1886;5;593
49;4.0.1;2016-10-02;974;756;476;48;77;32;68;17;62;147;4;0;3;2;1;1875;5;591
50;4.0.2;2016-10-31;974;756;477;48;77;32;68;17;62;147;4;0;3;2;1;1873;5;590
51;4.0.3;2016-12-26;973;755;477;48;77;32;68;17;62;147;4;0;3;2;1;1879;5;590
52;4.0.4;2017-01-24;974;755;477;48;77;32;68;17;62;147;4;0;3;2;1;1879;5;590
53;5.0.0;2017-03-12;1055;814;494;47;78;32;73;15;60;161;5;0;5;2;1;2036;5;624
54;5.0.1;2017-04-03;1060;817;497;47;78;32;73;16;60;161;5;0;5;2;1;2041;5;629
55;5.0.2;2017-05-06;1062;819;498;47;78;32;73;16;60;161;5;0;5;2;1;2042;5;627
56;5.0.3;2017-06-01;1063;819;499;47;78;32;73;16;60;161;5;0;5;2;1;2043;5;627
57;5.0.4;2017-06-26;1063;819;499;47;78;32;73;16;60;161;5;0;5;2;1;2039;5;627
58;5.0.5;2017-08-26;1066;820;501;47;78;32;73;16;60;161;5;0;5;2;1;2041;5;627
59;6.0.0;2017-09-04;1150;875;536;49;86;34;78;16;64;176;5;0;5;4;2;2313;7;703
60;6.0.1;2017-09-20;1152;878;537;50;86;34;79;16;64;176;5;0;5;4;2;2311;7;703
61;6.0.2;2017-10-07;1154;879;538;50;86;34;79;16;65;176;5;0;5;4;2;2313;7;702
62;6.0.3;2017-10-29;1156;880;538;50;86;34;79;16;66;175;5;0;6;4;2;2314;7;702
63;6.0.4;2017-12-05;1157;880;538;50;86;34;79;16;66;175;5;0;6;4;2;2316;7;702
64;6.0.5;2018-01-26;1158;880;538;50;86;34;79;16;66;175;5;0;6;4;2;2315;7;702
65;7.0.0;2018-02-18;1229;938;580;55;94;36;83;17;71;187;5;0;6;4;2;2436;6;718
66;7.0.1;2018-03-23;1234;941;581;56;94;37;83;17;71;187;5;0;6;4;2;2440;6;719
67;7.0.2;2018-05-12;1232;941;581;56;94;37;83;17;71;188;5;0;6;4;2;2444;6;718
68;7.0.3;2018-06-23;1233;942;582;56;94;37;83;17;71;188;5;0;6;4;2;2447;6;718
69;8.0.0;2018-08-14;1312;1008;626;60;99;38;92;18;73;197;5;0;6;4;3;2682;3;759
70;8.0.1;2018-09-02;1312;1008;626;60;99;38;92;18;73;198;5;0;6;4;3;2684;3;756
71;8.0.2;2018-09-19;1312;1008;626;60;99;38;92;18;73;198;5;0;6;4;3;2685;3;756
72;8.0.3;2018-11-05;1314;1009;626;60;99;38;92;18;73;198;5;0;6;4;3;2689;3;756
73;8.0.4;2018-12-23;1312;1008;627;60;99;38;92;18;73;198;5;0;6;4;3;2679;3;753
74;9.0.0;2019-02-01;1369;1005;654;69;103;38;97;19;75;208;5;0;7;4;3;2793;6;824
75;9.0.1;2019-03-05;1370;1005;654;69;103;38;97;19;75;208;5;0;7;4;3;2786;6;822
76;9.0.2;2019-04-07;1371;1006;654;69;103;38;97;19;75;208;5;0;7;4;3;2784;6;822
77;9.0.3;2019-05-09;1371;1007;654;69;103;38;97;19;75;209;5;0;7;4;3;2783;6;822
78;10.0.0;2019-06-30;1432;1057;684;75;108;42;98;20;77;222;5;0;9;4;6;2777;20;858
79;10.0.1;2019-08-04;1434;1061;683;76;108;42;98;20;77;222;5;0;9;4;6;2774;17;857
80;10.0.2;2019-09-11;1436;1061;685;76;108;42;98;20;77;222;5;0;9;4;6;2770;9;857
81;10.0.3;2019-10-23;1437;1061;686;76;108;42;98;20;77;222;5;0;9;4;6;2762;9;857
82;10.0.4;2019-11-27;1437;1061;686;76;108;42;98;20;77;222;5;0;9;4;6;2762;9;857
83;10.0.5;2019-12-24;1437;1061;686;76;108;42;98;20;77;222;5;0;9;4;6;2756;9;857
