Id;Version;Date; embed JS;inline JS;embed CSS;inline CSS;css in JS;css in JS: jquery
87;4.1.12;2014-03-27;20;96;13;146;291;558
88;4.1.13;2014-04-13;20;96;13;146;291;558
89;4.1.14;2014-04-26;20;96;13;146;291;558
90;4.2.0;2014-05-08;20;95;13;148;290;573
91;4.2.1;2014-05-13;21;97;13;148;659;575
92;4.2.2;2014-05-20;21;97;13;148;659;576
93;4.2.3;2014-06-08;21;97;13;148;659;576
94;4.2.4;2014-06-20;21;97;13;148;659;576
95;4.2.5;2014-06-26;21;97;13;148;659;576
96;4.2.6;2014-07-17;21;97;13;148;659;576
97;4.2.7;2014-07-31;21;97;13;148;659;576
98;4.2.7.1;2014-08-17;21;97;13;148;659;576
99;4.2.8;2014-08-31;21;97;13;148;659;576
100;4.2.8.1;2014-09-13;21;97;13;148;659;576
101;4.2.9;2014-09-20;21;97;13;148;659;576
102;4.2.9.1;2014-10-01;21;97;13;148;659;576
103;4.2.10;2014-10-11;21;97;13;148;659;576
104;4.2.10.1;2014-10-21;21;97;13;148;659;576
105;4.2.11;2014-10-31;21;97;13;148;659;576
106;4.2.12;2014-11-20;21;93;14;148;659;576
107;4.2.13;2014-11-30;21;93;14;148;659;576
108;4.2.13.1;2014-12-03;21;93;14;148;659;576
109;4.3.0;2014-12-05;20;51;14;158;663;587
110;4.3.1;2014-12-08;20;51;14;158;663;586
111;4.3.2;2014-12-12;20;51;14;158;663;586
112;4.3.3;2014-12-21;20;51;14;158;663;586
113;4.3.4;2014-12-29;20;51;14;158;663;586
114;4.3.5;2015-01-05;20;51;15;158;663;586
115;4.3.6;2015-01-07;20;51;15;158;663;586
116;4.3.7;2015-01-15;20;51;15;158;663;586
117;4.3.8;2015-01-24;20;51;15;158;663;584
118;4.3.9;2015-02-05;20;51;15;158;663;584
119;4.3.10;2015-02-20;20;51;15;158;663;584
120;4.3.11;2015-03-02;20;51;15;158;663;584
121;4.3.11.1;2015-03-04;20;51;15;158;663;584
122;4.3.12;2015-03-14;20;51;15;158;663;586
123;4.3.13;2015-03-29;20;51;15;158;663;586
124;4.4.0;2015-04-01;21;52;14;162;721;650
125;4.4.1;2015-04-07;21;53;14;162;721;650
126;4.4.1.1;2015-04-08;21;53;14;162;721;650
127;4.4.2;2015-04-13;21;53;14;162;721;650
128;4.4.3;2015-04-20;21;53;14;162;721;650
129;4.4.4;2015-04-26;21;53;14;162;721;650
130;4.4.5;2015-05-05;21;53;14;162;721;650
131;4.4.6;2015-05-07;21;53;14;162;721;650
132;4.4.6.1;2015-05-13;21;53;14;162;721;650
133;4.4.7;2015-05-16;21;53;14;162;721;650
134;4.4.8;2015-05-28;21;53;14;162;721;648
135;4.4.9;2015-06-04;21;53;14;162;721;648
136;4.4.10;2015-06-17;21;53;14;162;721;648
137;4.4.11;2015-07-06;21;53;14;162;721;648
138;4.4.12;2015-07-20;21;53;14;162;721;648
139;4.4.13;2015-08-07;21;53;14;162;721;648
140;4.4.13.1;2015-08-08;21;53;14;162;721;648
141;4.4.14;2015-08-20;21;53;14;162;721;648
142;4.4.14.1;2015-09-08;21;53;14;162;721;648
143;4.4.15;2015-09-20;21;53;14;162;721;648
144;4.5.0;2015-09-23;17;37;14;113;725;646
145;4.5.0.1;2015-09-24;17;37;14;113;725;646
146;4.5.0.2;2015-09-25;17;37;14;113;725;646
147;4.5.1;2015-10-23;17;37;14;112;725;646
148;4.5.2;2015-11-23;17;37;14;112;725;646
149;4.5.3;2015-12-23;17;37;14;112;725;646
150;4.5.3.1;2015-12-25;17;37;14;112;725;646
151;4.5.4;2016-01-28;17;37;14;112;725;646
152;4.5.4.1;2016-01-29;17;37;14;112;725;646
153;4.5.5.1;2016-02-29;30;45;14;126;725;646
154;4.6.0;2016-03-22;30;44;14;132;705;648
155;4.6.1;2016-05-03;30;36;14;132;705;649
156;4.6.2;2016-05-25;30;36;14;132;705;649
157;4.6.3;2016-06-23;30;37;14;132;705;649
158;4.6.4;2016-08-16;27;37;14;132;705;649
159;4.6.5;2016-11-25;27;34;14;132;705;649
160;4.6.5.1;2016-11-26;27;34;14;132;705;649
161;4.6.5.2;2016-12-05;27;34;14;132;705;649
162;4.6.6;2017-01-23;25;33;14;132;705;648
163;4.7.0;2017-03-29;8;24;11;104;263;340
164;4.7.1;2017-05-26;8;24;11;104;263;340
165;4.7.2;2017-06-29;10;26;11;104;690;631
166;4.7.3;2017-07-20;10;26;11;104;690;631
167;4.7.4;2017-08-24;10;26;11;104;690;631
168;4.7.5;2017-10-23;10;26;11;104;690;631
169;4.7.6;2017-12-01;10;26;11;104;690;631
170;4.7.7;2017-12-23;10;26;11;104;690;631
171;4.7.8;2018-02-20;10;26;11;104;690;631
172;4.8.0;2018-04-07;13;32;11;84;110;160
173;4.8.0.1;2018-04-19;13;32;11;84;110;160
174;4.8.1;2018-05-25;13;32;11;84;110;160
175;4.8.2;2018-06-21;13;32;11;84;110;160
176;4.8.3;2018-08-22;13;32;11;84;110;164
177;4.8.4;2018-12-11;14;32;11;84;110;164
178;4.8.5;2019-01-26;14;32;11;84;110;164
180;4.9.0.1;2019-06-04;14;32;11;84;110;165
181;4.9.1;2019-09-21;14;32;11;83;110;165
