Id;Version;Date; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter
28;2.0.17.10;2011-05-23;209;114;45;8;0;5;2;9;32;48;3;0;2;4;0;192;12;130
29;2.0.16.1;2011-05-24;196;103;41;8;0;5;2;9;31;44;3;0;2;4;0;161;12;124
30;2.0.18;2011-11-03;271;161;59;13;0;5;3;11;44;60;4;0;4;4;0;222;14;143
31;2.0.18.1;2011-11-08;271;161;59;13;0;5;3;11;44;60;4;0;4;4;0;222;14;143
32;2.0.18.3;2012-03-05;271;161;60;13;0;5;3;11;44;60;4;0;4;4;0;222;14;143
33;2.0.18.4;2012-03-26;271;162;60;13;0;5;3;11;44;60;4;0;4;4;0;222;14;143
34;2.0.18.5;2012-04-11;271;162;60;13;0;5;3;11;45;60;4;0;4;4;0;222;14;143
35;2.0.18.6;2013-03-22;271;163;60;13;0;5;3;11;45;60;4;0;4;4;0;222;14;143
37;2.0.18.8;2013-04-05;271;163;60;13;0;5;3;11;45;60;4;0;4;4;0;222;14;143
38;2.0.18.9;2013-11-26;271;163;60;13;0;5;3;11;45;60;4;0;4;4;0;222;14;143
39;2.0.18.10;2013-12-22;271;163;60;13;0;5;3;11;45;60;4;0;4;4;0;222;14;143
40;2.0.18.11;2014-04-21;271;163;60;13;0;5;3;11;45;60;4;0;4;4;0;224;14;143
41;2.1;2014-04-28;324;193;65;14;0;6;5;15;51;62;5;0;6;8;0;253;8;193
42;2.1.1;2014-08-02;326;195;65;14;0;6;5;15;51;63;5;0;6;8;0;255;8;195
43;2.1.2;2014-09-05;326;195;65;14;0;6;5;15;51;63;5;0;6;8;0;255;8;195
44;2.1.3;2014-09-09;326;195;65;14;0;6;5;15;51;63;5;0;6;8;0;255;8;195
45;2.1.6;2014-11-21;326;196;66;14;0;6;5;15;51;63;5;0;6;8;0;253;8;197
46;2.1.7;2015-01-09;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;253;8;197
47;2.1.8;2015-01-15;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;254;8;198
49;2.1.8p2;2015-01-16;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;254;8;198
50;2.1.9;2015-03-18;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;254;8;198
51;2.1.10;2015-05-04;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;254;8;198
52;2.1.11;2015-06-12;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;254;8;198
53;2.1.12;2015-10-15;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;247;8;198
54;2.1.12p3;2015-10-21;326;197;66;14;0;6;5;15;51;63;5;0;6;8;0;247;8;198
55;2.1.13p1;2015-11-02;327;197;67;14;0;6;5;15;51;63;5;0;6;8;0;247;8;198
56;2.2;2015-11-11;370;232;96;20;0;8;6;21;58;74;5;0;9;8;0;246;7;187
57;2.2.1;2016-05-07;370;232;96;20;0;8;6;21;58;74;5;0;9;8;0;246;7;187
58;2.3;2016-11-18;383;232;95;20;0;8;6;21;60;77;5;0;12;7;0;225;7;203
59;2.5;2017-12-23;446;256;104;25;0;12;8;22;75;90;5;0;21;13;6;234;11;246
60;2.5.1;2018-01-25;446;257;104;25;0;12;8;22;75;90;5;0;21;13;6;234;11;246
61;2.6;2018-05-15;452;262;109;26;0;13;8;23;76;97;5;0;26;13;6;243;24;244
62;2.6.1;2018-08-17;452;263;109;26;0;13;8;23;76;97;5;0;26;13;6;242;24;244
63;2.6.3;2018-09-24;452;263;109;26;0;13;8;24;76;97;5;0;26;13;6;244;24;244
64;2.6.4;2018-10-29;452;264;109;26;0;13;8;24;76;97;5;0;26;12;6;242;24;244
65;2.8;2019-02-07;469;277;115;27;0;13;8;26;78;102;6;0;38;12;7;252;13;255
66;2.8.1;2019-03-15;469;277;115;27;0;13;8;26;78;103;6;0;38;12;7;252;13;254
67;2.8.2;2019-04-16;469;278;115;27;0;13;8;26;79;104;6;0;40;12;7;254;13;255
68;2.8.3;2019-04-23;469;278;115;27;0;13;8;26;78;103;6;0;38;12;7;253;13;254
69;2.8.4;2019-06-04;469;278;115;27;0;13;8;26;78;103;6;0;38;12;7;253;13;254
70;3.0;2019-06-10;467;278;115;27;0;13;8;26;79;104;6;0;40;12;7;254;12;249
71;3.0.1;2019-06-11;467;278;115;27;0;13;8;26;79;104;6;0;40;12;7;254;12;249
72;3.0.2;2019-06-20;467;278;115;27;0;13;8;27;79;104;7;0;41;12;7;255;12;249
73;3.1;2019-07-10;467;279;115;27;0;13;8;27;80;104;7;0;41;12;7;255;12;249
74;3.2;2019-08-29;469;278;116;27;0;13;8;27;81;105;8;0;43;12;7;257;12;249
75;3.3;2019-10-28;473;279;116;28;0;13;8;27;84;106;8;0;45;12;7;259;11;252
