Id;Version;Date; embed JS;inline JS;embed CSS;inline CSS;css in JS;css in JS: jquery
89;1.19.1;2012-06-12;9;1;5;41;95;333
90;1.19.2;2012-08-31;9;1;5;41;95;333
91;1.20.0;2012-11-09;10;1;5;53;71;329
92;1.20.1;2012-11-30;10;1;5;53;71;329
93;1.20.2;2012-12-04;10;1;5;53;71;329
94;1.20.3;2013-03-04;10;1;5;53;71;329
95;1.20.4;2013-04-15;10;1;5;53;71;329
96;1.20.5;2013-05-01;10;1;5;53;71;329
97;1.20.6;2013-05-21;10;1;5;53;71;329
98;1.21.0;2013-05-25;11;1;5;55;67;331
99;1.21.1;2013-05-28;11;1;5;55;67;331
100;1.21.2;2013-09-04;11;1;5;55;67;331
101;1.21.3;2013-11-14;11;1;5;55;67;331
102;1.22.0;2013-12-06;12;1;5;51;72;343
103;1.22.1;2014-01-14;12;1;5;51;72;343
104;1.22.2;2014-01-28;12;1;5;51;72;343
105;1.22.3;2014-02-27;12;1;5;51;72;343
106;1.22.4;2014-03-11;12;1;5;51;72;343
107;1.22.5;2014-03-27;12;1;5;51;72;343
108;1.22.6;2014-04-24;12;1;5;51;72;343
109;1.22.7;2014-05-29;12;1;5;51;72;343
110;1.23.0;2014-06-04;12;1;6;49;73;375
111;1.23.1;2014-06-25;12;1;6;49;73;375
112;1.23.2;2014-07-30;12;1;6;49;73;375
113;1.23.3;2014-08-27;12;1;6;49;73;375
114;1.23.4;2014-09-24;12;1;7;49;73;375
115;1.23.5;2014-10-01;12;1;7;49;73;375
116;1.23.6;2014-10-29;12;1;7;49;73;375
118;1.24.0;2014-11-27;12;1;7;44;61;359
119;1.24.1;2014-12-17;12;1;7;44;61;359
120;1.24.2;2015-03-31;12;1;7;44;61;359
122;1.25.1;2015-05-25;13;1;6;42;62;361
123;1.25.2;2015-08-10;13;1;6;42;62;361
124;1.25.3;2015-10-16;13;1;6;42;62;361
125;1.26.0;2015-11-25;14;1;6;41;62;368
126;1.26.1;2015-12-18;14;1;6;41;62;368
127;1.26.2;2015-12-20;14;1;6;41;62;368
128;1.26.3;2016-05-20;14;1;6;41;62;368
129;1.27.0;2016-06-28;15;1;6;34;62;366
130;1.27.1;2016-08-23;15;1;6;34;62;366
131;1.28.0;2016-11-28;15;1;7;33;62;366
132;1.28.1;2017-04-06;15;1;7;33;62;366
133;1.28.2;2017-04-30;15;1;7;33;62;366
134;1.29.0;2017-07-13;15;1;7;34;74;423
135;1.29.1;2017-08-23;15;1;7;34;74;423
136;1.29.2;2017-11-14;15;1;7;34;74;423
137;1.30.0;2017-12-08;15;1;8;34;81;422
138;1.31.0;2018-06-13;15;2;11;30;49;390
139;1.31.1;2018-09-20;15;2;11;30;49;390
140;1.32.0;2019-01-10;14;1;13;31;50;389
141;1.32.1;2019-02-14;14;1;13;31;50;389
142;1.32.2;2019-06-06;14;1;13;31;50;389
144;1.33.0;2019-07-02;14;1;12;31;50;389
145;1.33.1;2019-10-07;14;1;12;31;50;389
