Id;Version;Date; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter
49;1.0.48;2017-10-24;8;3;4;0;4;0;0;0;10;4;8;0;4;0;0;3;0;15
50;1.1.0;2017-11-20;9;3;4;0;4;0;0;0;10;4;8;0;4;0;0;3;0;16
51;1.1.1;2017-12-09;9;3;4;0;4;0;0;0;10;4;8;0;4;0;0;3;0;19
52;1.2.0;2017-12-27;8;2;3;0;4;0;0;0;10;4;8;0;4;0;0;3;0;22
53;1.2.1;2018-03-01;8;2;3;0;4;0;0;0;10;4;8;0;4;0;0;3;0;22
54;1.2.2;2018-03-31;8;2;3;0;4;0;0;0;10;4;8;0;4;0;0;3;0;22
55;1.2.3;2018-04-19;10;3;3;0;4;0;0;0;10;4;9;0;4;0;0;3;0;22
56;1.2.4;2018-05-17;10;3;3;0;4;0;0;0;10;4;9;0;4;0;0;3;0;22
57;1.2.5;2018-06-15;11;4;3;0;4;0;0;0;10;4;9;0;4;0;0;3;0;22
58;1.2.6;2018-10-11;21;8;3;0;4;0;0;1;19;9;9;0;4;0;0;10;0;25
59;1.2.7;2018-12-20;21;8;3;0;4;0;0;1;19;9;9;0;4;0;0;10;0;25
60;1.2.8;2019-02-02;21;8;3;0;4;0;0;1;19;9;9;0;4;0;0;10;0;25
61;1.2.9;2019-04-06;21;8;3;0;4;0;0;1;19;9;9;0;4;0;0;10;0;25
62;1.2.10;2019-06-22;22;9;3;0;4;0;0;1;19;9;9;0;4;0;0;10;0;25
63;1.2.11;2019-08-24;23;9;6;0;4;0;0;1;19;10;9;0;4;0;0;12;0;29
64;1.2.12;2019-10-27;23;9;6;0;4;0;0;1;19;10;9;0;4;0;0;12;0;29
65;1.2.13;2019-12-16;23;9;6;0;4;0;0;1;19;10;9;0;4;0;0;12;0;29
