Id;Version;Date; max-lines;max-lines-per-function;max-params;complexity;max-depth;max-nested-callbacks
49;1.6.7;2006-06-06;1;18;6;8;1;0
50;1.7.0;2006-07-07;1;18;6;8;1;0
51;1.7.1;2006-07-09;1;18;6;8;1;0
52;1.8.0;2006-10-10;1;20;6;8;1;0
53;1.8.1;2006-10-11;1;20;6;8;1;0
54;1.8.2;2006-10-14;1;20;6;8;1;0
55;1.9.0;2007-01-10;2;32;7;11;3;0
56;1.9.1;2007-01-24;2;32;7;11;3;0
57;1.9.2;2007-02-14;2;32;7;11;3;0
58;1.9.3;2007-02-21;2;32;7;11;3;0
59;1.10.0;2007-05-09;1;36;7;10;1;0
60;1.10.1;2007-07-13;1;36;7;10;1;0
61;1.11.0;2007-09-10;1;41;7;10;1;0
62;1.11.1;2008-01-24;1;41;7;10;1;0
63;1.11.2;2008-03-03;1;41;7;10;1;0
64;1.12.0;2008-03-20;1;38;2;12;1;0
65;1.13.0;2008-08-14;2;46;5;14;1;0
66;1.13.1;2008-09-06;2;46;5;14;1;0
67;1.13.2;2008-10-02;2;46;5;14;1;0
68;1.13.3;2008-12-15;2;46;5;14;1;0
69;1.13.4;2009-02-07;2;46;5;14;1;0
71;1.14.0;2009-02-22;3;50;5;17;1;0
72;1.15.0;2009-06-10;3;50;5;17;2;0
73;1.15.1;2009-07-13;3;50;5;17;2;0
74;1.15.2;2010-03-08;3;50;5;17;2;0
75;1.15.4;2010-05-28;3;50;5;17;2;0
76;1.16.0;2010-07-28;6;112;49;72;22;0
77;1.16.1;2011-01-04;6;112;49;72;22;0
78;1.16.2;2011-02-01;6;112;49;72;22;0
79;1.16.3;2011-04-12;6;112;49;72;22;0
80;1.16.4;2011-04-14;6;112;49;72;22;0
81;1.16.5;2011-05-05;6;112;49;72;22;0
82;1.17.0;2011-06-22;20;431;83;138;33;2
84;1.18.0;2011-11-28;26;544;103;174;43;2
85;1.18.1;2012-01-11;26;544;103;175;43;2
86;1.18.2;2012-03-22;26;544;103;175;43;2
87;1.18.3;2012-04-25;26;544;103;175;43;2
88;1.19.0;2012-05-02;33;626;120;205;43;4
89;1.19.1;2012-06-12;33;626;120;205;43;4
90;1.19.2;2012-08-31;33;626;120;205;43;4
91;1.20.0;2012-11-09;37;653;85;211;53;9
92;1.20.1;2012-11-30;37;653;85;211;53;9
93;1.20.2;2012-12-04;37;653;85;211;53;9
94;1.20.3;2013-03-04;37;653;85;211;53;9
95;1.20.4;2013-04-15;37;653;85;211;53;9
96;1.20.5;2013-05-01;37;653;85;211;53;9
97;1.20.6;2013-05-21;37;653;85;211;53;9
98;1.21.0;2013-05-25;39;676;86;215;55;12
99;1.21.1;2013-05-28;39;676;86;215;55;12
100;1.21.2;2013-09-04;39;676;86;215;55;12
101;1.21.3;2013-11-14;39;676;86;215;55;12
102;1.22.0;2013-12-06;40;725;85;223;58;16
103;1.22.1;2014-01-14;40;725;85;223;58;16
104;1.22.2;2014-01-28;40;725;85;223;58;16
105;1.22.3;2014-02-27;40;725;85;223;58;16
106;1.22.4;2014-03-11;40;725;85;223;58;16
107;1.22.5;2014-03-27;40;725;85;223;58;16
108;1.22.6;2014-04-24;40;725;85;223;58;16
109;1.22.7;2014-05-29;40;725;85;223;58;16
110;1.23.0;2014-06-04;46;984;119;266;63;16
111;1.23.1;2014-06-25;46;984;119;266;63;16
112;1.23.2;2014-07-30;46;985;119;266;63;16
113;1.23.3;2014-08-27;46;985;119;266;63;16
114;1.23.4;2014-09-24;46;985;119;266;63;16
115;1.23.5;2014-10-01;46;985;119;266;63;16
116;1.23.6;2014-10-29;46;985;119;266;63;16
118;1.24.0;2014-11-27;53;1107;120;293;75;23
119;1.24.1;2014-12-17;53;1107;120;293;75;23
120;1.24.2;2015-03-31;53;1108;120;293;75;23
122;1.25.1;2015-05-25;52;1161;113;296;76;20
123;1.25.2;2015-08-10;52;1161;113;296;76;20
124;1.25.3;2015-10-16;52;1161;113;296;76;20
125;1.26.0;2015-11-25;63;1292;115;317;81;21
126;1.26.1;2015-12-18;63;1292;115;317;81;21
127;1.26.2;2015-12-20;63;1292;115;317;81;21
128;1.26.3;2016-05-20;63;1292;115;317;81;21
129;1.27.0;2016-06-28;71;1368;121;335;87;19
130;1.27.1;2016-08-23;71;1368;121;335;87;19
131;1.28.0;2016-11-28;72;1407;121;332;87;29
132;1.28.1;2017-04-06;72;1407;121;332;87;29
133;1.28.2;2017-04-30;72;1407;121;332;87;29
134;1.29.0;2017-07-13;80;1661;172;389;119;37
135;1.29.1;2017-08-23;80;1661;172;389;119;37
136;1.29.2;2017-11-14;80;1661;172;389;119;37
137;1.30.0;2017-12-08;84;1745;186;393;112;43
138;1.31.0;2018-06-13;83;1603;165;329;79;48
139;1.31.1;2018-09-20;83;1603;165;329;79;48
140;1.32.0;2019-01-10;86;1652;176;342;106;52
141;1.32.1;2019-02-14;86;1652;176;342;106;52
142;1.32.2;2019-06-06;86;1652;176;342;106;52
144;1.33.0;2019-07-02;84;1693;184;346;112;49
145;1.33.1;2019-10-07;84;1693;184;346;112;49
