Id;Version;Date; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter
22;3.3.3;2010-05-10;324;175;100;16;16;6;7;11;20;40;0;0;8;6;8;236;8;164
23;3.3.4;2010-06-28;324;175;100;16;16;6;7;11;20;40;0;0;8;6;8;236;8;164
24;3.3.5;2010-07-26;363;200;110;16;16;5;8;12;20;47;0;0;9;6;9;263;12;149
25;3.3.5.1;2010-08-20;362;200;110;16;16;5;8;11;18;47;0;0;9;6;9;255;12;149
26;3.3.6;2010-08-28;362;200;110;16;16;5;8;11;18;47;0;0;9;6;9;255;12;149
27;3.3.7;2010-09-07;362;200;110;16;16;5;8;11;18;47;0;0;9;6;9;255;12;149
28;3.3.8;2010-10-25;363;202;109;16;16;5;8;11;18;47;0;0;10;2;9;265;12;149
29;3.3.8.1;2010-11-29;363;202;109;16;16;5;8;11;18;47;0;0;10;2;9;265;12;149
30;3.3.9;2011-01-03;363;202;109;16;16;5;8;11;18;47;0;0;10;2;9;265;12;149
31;3.3.9.1;2011-02-08;363;202;109;16;16;5;8;11;18;47;0;0;10;2;9;265;12;149
32;3.3.9.2;2011-02-11;363;202;109;16;16;5;8;11;18;47;0;0;10;2;9;265;12;149
33;3.3.10;2011-03-19;362;201;109;16;16;5;8;11;18;47;0;0;10;2;9;269;12;149
34;3.4.0;2011-05-11;474;291;167;21;31;8;8;15;27;62;0;0;10;2;19;311;15;161
35;3.4.1;2011-05-20;474;291;167;21;31;8;8;15;27;62;0;0;10;2;19;311;15;161
36;3.4.2;2011-06-07;474;291;167;21;31;8;8;15;27;62;0;0;10;2;19;313;15;161
37;3.4.3;2011-06-27;474;291;167;21;31;8;8;15;27;62;0;0;10;2;19;313;15;161
38;3.4.3.1;2011-07-03;474;291;167;21;31;8;8;15;27;62;0;0;10;2;19;313;15;161
39;3.4.3.2;2011-07-23;474;291;167;21;31;8;8;15;27;62;0;0;10;2;19;312;15;161
40;3.4.4;2011-08-24;474;291;167;21;31;8;8;15;27;62;0;0;10;2;19;312;15;161
41;3.4.5;2011-09-14;254;181;101;4;30;3;1;2;9;17;0;0;1;2;8;146;3;131
42;3.4.6;2011-10-16;255;182;101;4;30;3;1;2;9;17;0;0;1;2;8;143;3;131
43;3.4.7;2011-10-23;255;182;101;4;30;3;1;2;9;17;0;0;1;2;8;143;3;132
44;3.4.7.1;2011-11-10;255;182;101;4;30;3;1;2;9;17;0;0;1;2;8;143;3;132
45;3.4.8;2011-12-01;255;182;101;4;30;3;1;2;9;17;0;0;1;2;8;143;3;132
46;3.4.9;2011-12-21;255;182;101;4;30;3;1;2;9;17;0;0;1;2;8;143;3;132
47;3.4.10;2012-02-14;260;188;107;4;30;3;1;2;9;17;0;0;1;2;8;144;3;133
48;3.4.10.1;2012-02-18;260;188;107;4;30;3;1;2;9;17;0;0;1;2;8;144;3;133
49;3.4.10.2;2012-03-28;260;188;107;4;30;3;1;2;9;17;0;0;1;2;8;144;3;133
50;3.5.0;2012-04-07;305;216;130;4;35;3;1;2;12;20;0;0;1;3;6;115;5;132
51;3.5.1;2012-05-03;304;216;130;4;35;3;1;2;12;20;0;0;1;3;6;115;5;132
52;3.5.2;2012-07-07;305;216;130;4;35;3;1;2;12;20;0;0;1;3;6;115;5;132
53;3.5.2.1;2012-08-03;305;216;130;4;35;3;1;2;12;20;0;0;1;3;6;115;5;132
54;3.5.2.2;2012-08-12;305;216;130;4;35;3;1;2;12;20;0;0;1;3;6;115;5;132
55;3.5.3;2012-10-08;305;216;130;4;35;3;1;2;12;20;0;0;1;3;6;118;5;132
56;3.5.4;2012-11-16;305;216;130;4;35;3;1;2;12;20;0;0;1;3;6;118;5;132
57;3.5.5;2012-12-20;305;216;130;4;35;3;1;2;12;20;0;0;1;3;6;117;5;132
58;3.5.6;2013-01-28;305;216;130;4;35;3;1;2;12;20;0;0;1;3;6;119;5;128
59;3.5.7;2013-02-15;304;215;129;4;35;3;1;2;12;20;0;0;1;3;6;119;5;128
60;3.5.8;2013-04-08;304;216;130;4;35;3;1;2;12;20;0;0;1;3;6;119;5;128
61;3.5.8.1;2013-04-24;304;216;130;4;35;3;1;2;12;20;0;0;1;3;6;119;5;128
62;4.0.0;2013-05-03;385;254;167;11;57;4;3;5;13;41;1;0;1;4;4;130;10;88
63;4.0.1;2013-05-14;385;253;166;11;57;4;3;5;13;41;1;0;1;4;4;130;11;88
64;4.0.2;2013-05-24;382;251;165;11;57;4;3;5;13;40;1;0;1;4;4;118;11;87
65;4.0.3;2013-06-05;382;251;165;11;57;4;3;5;13;40;1;0;1;4;4;118;11;87
66;4.0.4;2013-06-17;381;250;165;11;57;4;3;5;13;40;1;0;1;4;4;117;10;85
67;4.0.4.1;2013-06-30;381;250;165;11;57;4;3;5;13;40;1;0;1;4;4;117;10;85
68;4.0.4.2;2013-07-28;382;250;165;11;57;4;3;5;13;40;1;0;1;4;4;118;10;86
69;4.0.5;2013-08-04;384;251;165;11;57;4;3;5;13;40;1;0;1;4;4;118;10;86
70;4.0.6;2013-09-05;384;251;165;11;57;4;3;5;13;40;1;0;1;4;4;118;10;86
71;4.0.7;2013-09-23;385;251;165;11;57;4;3;5;13;40;1;0;1;4;4;117;10;84
72;4.0.8;2013-10-06;385;251;166;11;57;4;3;5;13;40;1;0;1;4;4;117;10;84
73;4.0.9;2013-11-04;385;251;166;11;57;4;3;5;13;40;1;0;1;4;4;117;10;84
74;4.0.10;2013-12-04;385;251;166;11;57;4;3;5;13;40;1;0;1;4;4;117;10;84
75;4.1.0;2013-12-12;422;279;182;14;65;6;4;7;20;44;0;0;2;4;0;101;11;74
76;4.1.1;2013-12-17;422;279;182;14;65;6;4;7;20;44;0;0;2;4;0;101;11;74
77;4.1.2;2013-12-23;422;279;182;14;65;6;4;7;20;44;0;0;2;5;0;101;11;74
78;4.1.3;2013-12-31;422;279;182;14;65;6;4;7;20;44;0;0;2;5;0;101;11;74
79;4.1.4;2014-01-07;423;279;182;14;65;6;4;7;20;44;0;0;2;5;0;100;11;74
80;4.1.5;2014-01-17;423;279;182;14;65;6;4;7;20;44;0;0;2;5;0;100;11;74
81;4.1.6;2014-01-26;423;279;183;14;65;6;4;7;20;44;0;0;2;5;0;100;11;74
82;4.1.7;2014-02-09;423;279;183;14;65;6;4;7;20;44;0;0;2;5;0;100;11;75
83;4.1.8;2014-02-22;423;279;183;14;65;6;4;7;20;44;0;0;2;5;0;100;11;75
84;4.1.9;2014-03-06;424;280;183;14;65;6;4;7;20;44;0;0;2;5;0;100;11;75
86;4.1.11;2014-03-22;424;281;183;14;65;6;4;7;20;44;0;0;2;5;0;100;11;75
87;4.1.12;2014-03-27;424;281;184;14;65;6;4;7;20;44;0;0;2;5;0;100;11;75
88;4.1.13;2014-04-13;424;281;184;14;65;6;4;7;20;44;0;0;2;5;0;100;11;75
89;4.1.14;2014-04-26;426;282;184;14;65;6;4;7;20;44;0;0;2;5;0;100;11;75
90;4.2.0;2014-05-08;426;282;180;14;69;6;4;7;20;45;0;0;2;5;0;90;11;72
91;4.2.1;2014-05-13;425;282;180;14;69;6;4;7;20;45;0;0;2;5;0;90;11;72
92;4.2.2;2014-05-20;425;282;180;14;69;6;4;7;20;45;0;0;2;5;0;90;11;71
93;4.2.3;2014-06-08;425;282;180;14;69;6;4;7;20;45;0;0;2;5;0;90;11;71
94;4.2.4;2014-06-20;425;282;179;14;69;6;4;7;20;45;0;0;2;5;0;90;11;71
95;4.2.5;2014-06-26;425;282;179;14;69;6;4;7;20;45;0;0;2;5;0;90;11;71
96;4.2.6;2014-07-17;425;283;180;14;69;6;4;7;20;45;0;0;2;5;0;91;11;72
97;4.2.7;2014-07-31;425;283;180;14;69;6;4;7;20;45;0;0;2;5;0;91;11;72
98;4.2.7.1;2014-08-17;425;283;180;14;69;6;4;7;20;45;0;0;2;5;0;91;11;72
99;4.2.8;2014-08-31;425;283;181;14;69;6;4;7;20;45;0;0;2;5;0;91;11;72
100;4.2.8.1;2014-09-13;425;283;181;14;69;6;4;7;20;45;0;0;2;5;0;91;11;72
101;4.2.9;2014-09-20;425;283;181;14;69;6;4;7;20;45;0;0;2;5;0;91;11;72
102;4.2.9.1;2014-10-01;425;283;181;14;69;6;4;7;20;45;0;0;2;5;0;91;11;72
103;4.2.10;2014-10-11;425;283;181;14;69;6;4;7;20;45;0;0;2;5;0;91;11;72
104;4.2.10.1;2014-10-21;425;283;181;14;69;6;4;7;20;45;0;0;2;5;0;91;11;72
105;4.2.11;2014-10-31;426;283;181;14;69;6;4;7;20;45;0;0;2;5;0;91;11;72
106;4.2.12;2014-11-20;426;283;181;14;69;6;4;7;20;45;0;0;2;5;0;91;11;72
107;4.2.13;2014-11-30;426;283;182;14;69;6;4;7;20;45;0;0;2;5;0;91;11;72
108;4.2.13.1;2014-12-03;427;282;181;14;69;6;4;7;20;45;0;0;2;5;0;91;11;72
109;4.3.0;2014-12-05;453;296;186;15;69;6;5;7;21;44;0;0;2;5;0;94;10;65
110;4.3.1;2014-12-08;454;297;186;15;69;6;5;7;21;44;0;0;2;5;0;94;10;65
111;4.3.2;2014-12-12;454;297;186;15;69;6;5;7;21;44;0;0;2;5;0;94;10;65
112;4.3.3;2014-12-21;453;298;186;15;69;6;5;7;21;44;0;0;2;5;0;94;10;65
113;4.3.4;2014-12-29;453;298;186;15;69;6;5;7;21;44;0;0;2;5;0;94;10;67
114;4.3.5;2015-01-05;453;298;186;15;69;6;5;7;21;44;0;0;2;5;0;94;10;67
115;4.3.6;2015-01-07;453;298;186;15;69;6;5;7;21;44;0;0;2;5;0;94;10;67
116;4.3.7;2015-01-15;455;299;186;15;69;6;6;7;21;44;0;0;2;5;0;94;10;67
117;4.3.8;2015-01-24;455;299;186;15;69;6;6;7;21;44;0;0;2;5;0;94;10;67
118;4.3.9;2015-02-05;455;299;188;15;69;6;6;7;21;44;0;0;2;5;0;94;10;67
119;4.3.10;2015-02-20;455;299;188;15;69;6;6;7;21;44;0;0;2;5;0;94;10;67
120;4.3.11;2015-03-02;455;299;188;15;69;6;6;7;21;44;0;0;2;5;0;94;10;67
121;4.3.11.1;2015-03-04;455;299;188;15;69;6;6;7;21;44;0;0;2;5;0;94;10;67
122;4.3.12;2015-03-14;454;298;188;15;69;6;6;7;21;44;0;0;2;5;0;94;10;67
123;4.3.13;2015-03-29;454;298;188;15;69;6;6;7;21;44;0;0;2;5;0;94;10;67
124;4.4.0;2015-04-01;454;299;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;62
125;4.4.1;2015-04-07;454;299;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;62
126;4.4.1.1;2015-04-08;454;299;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;62
127;4.4.2;2015-04-13;454;299;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;62
128;4.4.3;2015-04-20;454;299;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;62
129;4.4.4;2015-04-26;454;299;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;64
130;4.4.5;2015-05-05;454;299;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;64
131;4.4.6;2015-05-07;454;299;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;64
132;4.4.6.1;2015-05-13;455;300;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;64
133;4.4.7;2015-05-16;455;300;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;64
134;4.4.8;2015-05-28;455;300;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;64
135;4.4.9;2015-06-04;455;300;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;64
136;4.4.10;2015-06-17;455;300;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;64
137;4.4.11;2015-07-06;455;300;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;64
138;4.4.12;2015-07-20;455;300;190;15;69;6;6;7;21;44;1;0;2;5;0;86;11;64
139;4.4.13;2015-08-07;455;300;190;15;69;6;6;7;21;44;1;0;2;5;0;85;11;66
140;4.4.13.1;2015-08-08;455;300;190;15;69;6;6;7;21;44;1;0;2;5;0;85;11;66
141;4.4.14;2015-08-20;456;302;190;14;69;6;5;8;21;44;1;0;2;5;0;86;11;64
142;4.4.14.1;2015-09-08;456;302;190;14;69;6;5;8;21;44;1;0;2;5;0;86;11;64
143;4.4.15;2015-09-20;457;303;190;14;69;6;5;8;21;44;1;0;2;5;0;86;11;64
144;4.5.0;2015-09-23;461;300;208;16;62;6;6;8;22;48;1;0;2;3;0;104;10;67
145;4.5.0.1;2015-09-24;461;300;208;16;62;6;6;8;22;48;1;0;2;3;0;104;10;67
146;4.5.0.2;2015-09-25;461;300;208;16;62;6;6;8;22;48;1;0;2;3;0;104;10;67
147;4.5.1;2015-10-23;463;302;209;16;62;6;6;8;22;48;1;0;2;3;0;105;10;69
148;4.5.2;2015-11-23;464;303;209;16;62;6;6;8;22;48;1;0;2;3;0;105;10;69
149;4.5.3;2015-12-23;466;303;209;16;62;6;6;8;22;48;1;0;2;3;0;105;10;69
150;4.5.3.1;2015-12-25;466;303;209;16;62;6;6;8;22;48;1;0;2;3;0;105;10;69
151;4.5.4;2016-01-28;465;301;207;16;62;6;6;8;22;48;1;0;2;3;0;105;10;70
152;4.5.4.1;2016-01-29;465;301;207;16;62;6;6;8;22;48;1;0;2;3;0;105;10;70
153;4.5.5.1;2016-02-29;468;304;272;23;66;8;6;14;63;52;2;0;3;3;0;116;10;89
154;4.6.0;2016-03-22;455;303;266;22;65;7;6;12;59;53;3;0;3;3;1;112;11;75
155;4.6.1;2016-05-03;455;303;266;22;65;7;6;12;59;53;3;0;3;2;1;115;11;75
156;4.6.2;2016-05-25;456;303;264;22;65;7;6;13;61;53;3;0;3;2;1;116;11;76
157;4.6.3;2016-06-23;459;306;264;22;65;7;6;13;61;53;3;0;3;2;1;116;11;76
158;4.6.4;2016-08-16;454;303;263;22;65;7;6;13;61;54;3;0;3;1;1;112;11;78
159;4.6.5;2016-11-25;457;304;264;22;70;7;6;14;61;56;3;0;3;0;1;118;11;78
160;4.6.5.1;2016-11-26;457;304;264;22;70;7;6;14;61;56;3;0;3;0;1;118;11;78
161;4.6.5.2;2016-12-05;457;304;264;22;70;7;6;14;61;56;3;0;3;0;1;118;11;78
162;4.6.6;2017-01-23;458;302;263;22;70;7;6;15;61;56;3;0;3;0;1;119;11;79
163;4.7.0;2017-03-29;335;203;148;11;45;4;3;5;14;45;1;0;1;0;1;64;9;59
164;4.7.1;2017-05-26;335;204;148;11;45;4;3;5;14;45;1;0;1;0;1;65;9;59
165;4.7.2;2017-06-29;333;203;147;11;45;4;3;5;14;45;1;0;1;0;1;65;9;59
166;4.7.3;2017-07-20;333;203;147;11;45;4;3;5;14;45;1;0;1;0;1;65;9;59
167;4.7.4;2017-08-24;333;203;147;11;45;4;3;5;14;45;1;0;1;0;1;65;10;59
168;4.7.5;2017-10-23;333;203;147;11;45;4;3;5;14;45;1;0;1;0;1;65;10;59
169;4.7.6;2017-12-01;332;203;147;11;45;4;3;5;14;45;1;0;1;0;1;65;10;60
170;4.7.7;2017-12-23;332;204;147;11;45;4;3;5;14;45;1;0;1;0;1;65;10;60
171;4.7.8;2018-02-20;332;204;147;11;45;4;3;5;14;45;1;0;1;0;1;65;10;60
172;4.8.0;2018-04-07;338;206;151;24;46;6;3;6;23;66;1;0;10;0;1;65;8;57
173;4.8.0.1;2018-04-19;338;206;151;24;46;6;3;6;23;66;1;0;10;0;1;65;8;57
174;4.8.1;2018-05-25;339;206;151;24;46;6;3;6;23;66;1;0;10;0;1;65;8;57
175;4.8.2;2018-06-21;339;206;151;24;46;6;3;6;23;66;1;0;10;0;1;65;8;57
176;4.8.3;2018-08-22;339;206;151;24;46;6;3;6;23;66;1;0;10;0;1;65;8;57
177;4.8.4;2018-12-11;339;206;151;24;46;6;3;6;23;66;1;0;10;0;1;65;8;57
178;4.8.5;2019-01-26;340;207;151;24;46;6;3;6;23;66;1;0;10;0;1;65;8;57
180;4.9.0.1;2019-06-04;342;208;150;24;46;6;3;6;23;66;1;0;10;0;1;65;9;58
181;4.9.1;2019-09-21;343;209;151;24;46;6;3;6;23;66;1;0;10;0;1;66;9;58
